[2018-02-04 00:21:10,245] DEBUG    PluginManager Loading plugin: AnnounceZero
[2018-02-04 00:22:36,614] DEBUG    WorkerManager:1LyXfj..QXGR Added worker: 193.183.98.77:15441, workers: 1/5
[2018-02-04 00:22:36,614] DEBUG    WorkerManager:1LyXfj..QXGR Added worker: 107.140.80.174:15441, workers: 2/5
[2018-02-04 00:22:36,694] DEBUG    FileServer Conn#979 217.73.80.208 [?] > Connecting...
[2018-02-04 00:22:36,715] DEBUG    WorkerManager:1LyXfj..QXGR 193.183.98.77:15441: No task found, stopping
[2018-02-04 00:22:36,715] DEBUG    WorkerManager:1LyXfj..QXGR Removed worker, workers: 1/5
[2018-02-04 00:22:36,715] DEBUG    WorkerManager:1LyXfj..QXGR 107.140.80.174:15441: No task found, stopping
[2018-02-04 00:22:36,715] DEBUG    WorkerManager:1LyXfj..QXGR Removed worker, workers: 0/5
[2018-02-04 00:22:36,765] DEBUG    FileServer Conn#979 217.73.80.208 [?] > Closing connection: 217.73.80.208 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:36,766] DEBUG    WorkerManager:1Gif7P..Xc7h 217.73.80.208:15441: Verify failed: data/users/1Kgy2CdXdjNQSjK6pkLasWjmza9KQ1uZE4/data.json, error: Download failed, failed peers: 7, workers: 1
[2018-02-04 00:22:36,766] DEBUG    WorkerManager:1Gif7P..Xc7h Removed worker, workers: 5/5
[2018-02-04 00:22:36,830] DEBUG    FileServer Conn#980 182.89.88.242 [?] > Connecting...
[2018-02-04 00:22:36,830] DEBUG    FileServer Conn#981 94.1.167.173 [?] > Connecting...
[2018-02-04 00:22:36,886] DEBUG    FileServer Conn#981 94.1.167.173 [?] > Closing connection: 94.1.167.173 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:36,886] DEBUG    FileServer Conn#982 47.210.144.171 [?] > Connecting...
[2018-02-04 00:22:37,161] DEBUG    WorkerManager:1Gfey7..fcdp 27.203.155.24:15441: No task found, stopping
[2018-02-04 00:22:37,161] DEBUG    WorkerManager:1Gfey7..fcdp Removed worker, workers: 5/5
[2018-02-04 00:22:37,241] DEBUG    Site:1KVLau..gG2m Small number of peers detected...query all of peers using pex
[2018-02-04 00:22:37,242] DEBUG    FileServer Conn#983 219.128.21.246 [?] > Connecting...
[2018-02-04 00:22:37,487] DEBUG    FileServer Conn#983 219.128.21.246 [?] > Closing connection: 219.128.21.246 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:37,488] DEBUG    FileServer Conn#984 ifkpms6t36emyrda.onion [?] > Connecting...
[2018-02-04 00:22:37,488] DEBUG    FileServer Conn#984 ifkpms6t36emyrda.onion [?] > Closing connection: ifkpms6t36emyrda.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:37,879] DEBUG    Site:1LyXfj..QXGR Small number of peers detected...query all of peers using pex
[2018-02-04 00:22:37,879] DEBUG    FileServer Conn#985 107.140.80.174 [?] > Connecting...
[2018-02-04 00:22:38,084] DEBUG    FileServer Conn#985 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:38,085] DEBUG    FileServer Conn#986 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:38,133] DEBUG    FileServer Conn#986 193.183.98.77 [?] > Closing connection: 193.183.98.77 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:38,133] DEBUG    Site:1LyXfj..QXGR Queried pex from 0 peers got 0 new peers.
[2018-02-04 00:22:38,616] DEBUG    FileServer Conn#978 90.53.132.193 [?] > Closing connection: 90.53.132.193 Connect error: error: [Errno 113] No route to host in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:38,616] DEBUG    WorkerManager:1Gfey7..fcdp 90.53.132.193:15441: Verify failed: messages.json, error: Download failed, failed peers: 6, workers: 0
[2018-02-04 00:22:38,616] DEBUG    WorkerManager:1Gif7P..Xc7h 90.53.132.193:15441: Verify failed: data/users/1296KY8Q1bNajdXKAbY7iCoquHaCbo227H/data.json, error: Download failed, failed peers: 7, workers: 0
[2018-02-04 00:22:39,717] DEBUG    WorkerManager:1Gfey7..fcdp 90.53.132.193:15441: No task found, stopping
[2018-02-04 00:22:39,717] DEBUG    WorkerManager:1Gfey7..fcdp Removed worker, workers: 4/5
[2018-02-04 00:22:40,079] DEBUG    WorkerManager:149EPB..zaCN No findHash result, try random peers: set([12708, 7462, 49030, 10737, 55368, 63852, 16428, 44337, 23604, 16765, 21438])
[2018-02-04 00:22:40,079] DEBUG    WorkerManager:149EPB..zaCN Found optional files after findhash random peers: 0/11
[2018-02-04 00:22:40,079] DEBUG    WorkerManager:149EPB..zaCN No findhash result for optional files: set([12708, 7462, 49030, 10737, 55368, 63852, 16428, 44337, 23604, 16765, 21438])
[2018-02-04 00:22:40,079] DEBUG    WorkerManager:149EPB..zaCN startFindOptional ended
[2018-02-04 00:22:40,523] DEBUG    FileServer Conn#987 90.53.132.193 [?] > Connecting...
[2018-02-04 00:22:40,958] DEBUG    Site:1HNYEH..nVA2 tracker.leechers-paradise.org:6969: Found 7 peers, new: 1, total: 10
[2018-02-04 00:22:41,275] DEBUG    Site:1HNYEH..nVA2 Http tracker explodie.org:6969/announce error: 'peers'
[2018-02-04 00:22:41,275] DEBUG    Site:1HNYEH..nVA2 Announced types [] in mode startup to 6 trackers in 0.400s, errors: ['http://explodie.org:6969/announce'], slow: []
[2018-02-04 00:22:41,275] DEBUG    Site:1HNYEH..nVA2 content.json loadContent same json file, skipping
[2018-02-04 00:22:41,276] DEBUG    FileServer Conn#988 171.25.193.20 [?] > Connecting...
[2018-02-04 00:22:41,277] DEBUG    FileServer Conn#989 82.130.48.26 [?] > Connecting...
[2018-02-04 00:22:41,277] DEBUG    FileServer Conn#990 6ujd5gubquyjlrwi.onion [?] > Connecting...
[2018-02-04 00:22:41,279] DEBUG    FileServer Conn#990 6ujd5gubquyjlrwi.onion [?] > Closing connection: 6ujd5gubquyjlrwi.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,279] DEBUG    FileServer Conn#991 127.0.0.1    [?] > Connecting...
[2018-02-04 00:22:41,280] DEBUG    FileServer Conn#991 127.0.0.1    [?] > Closing connection: 127.0.0.1 Connect error: error: [Errno 111] Connection refused in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,281] DEBUG    FileServer Conn#992 oqe7qsqu5qs7hryx.onion [?] > Connecting...
[2018-02-04 00:22:41,281] DEBUG    FileServer Conn#992 oqe7qsqu5qs7hryx.onion [?] > Closing connection: oqe7qsqu5qs7hryx.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,281] DEBUG    FileServer Conn#993 eolqbiq34d3mofdq.onion [?] > Connecting...
[2018-02-04 00:22:41,287] DEBUG    FileServer Conn#993 eolqbiq34d3mofdq.onion [?] > Closing connection: eolqbiq34d3mofdq.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,288] DEBUG    FileServer Conn#994 1.86.84.236  [?] > Connecting...
[2018-02-04 00:22:41,332] DEBUG    FileServer Conn#989 82.130.48.26 [?] > Closing connection: 82.130.48.26 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,333] DEBUG    FileServer Conn#995 107.140.80.174 [?] > Connecting...
[2018-02-04 00:22:41,503] DEBUG    Site:1GXWvT..J4QN Waiting for peers...
[2018-02-04 00:22:41,538] DEBUG    FileServer Conn#995 107.140.80.174 [?] > Closing connection: 107.140.80.174 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,539] DEBUG    FileServer Conn#996 83.162.192.96 [?] > Connecting...
[2018-02-04 00:22:41,576] DEBUG    FileServer Conn#996 83.162.192.96 [?] > Closing connection: 83.162.192.96 Connect error: AttributeError: 'Connection' object has no attribute 'i2p' in ConnectionServer.py line 178 > Connection.py line 133 > Connection.py line 263, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,684] DEBUG    FileServer Conn#987 90.53.132.193 [?] > Closing connection: 90.53.132.193 Connect error: error: [Errno 113] No route to host in ConnectionServer.py line 178 > Connection.py line 123 > _socket2.py line 231, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:41,684] DEBUG    WorkerManager:1Gif7P..Xc7h 90.53.132.193:15441: Verify failed: data/data.json, error: Download failed, failed peers: 10, workers: 1
[2018-02-04 00:22:42,385] DEBUG    FileServer Conn#624 110.6.29.32  [?] > Closing connection: [Cleanup] Connect timeout: 24.555s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,385] DEBUG    FileServer Conn#634 183.240.196.250 [?] > Closing connection: [Cleanup] Connect timeout: 24.085s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,385] DEBUG    FileServer Conn#664 124.90.31.10 [?] > Closing connection: [Cleanup] Connect timeout: 21.725s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,385] DEBUG    FileServer Conn#701 104.35.202.82 [?] > Closing connection: [Cleanup] Connect timeout: 18.331s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,385] DEBUG    FileServer Conn#710 63.139.207.2 [?] > Closing connection: [Cleanup] Connect timeout: 18.021s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,386] DEBUG    FileServer Conn#720 zero.booth.moe [?] > Closing connection: [Cleanup] Connect timeout: 17.503s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,386] DEBUG    FileServer Conn#735 113.106.97.235 [?] > Closing connection: [Cleanup] Connect timeout: 17.055s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,391] DEBUG    FileServer Conn#738 126.122.210.52 [?] > Closing connection: [Cleanup] Connect timeout: 16.192s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,391] DEBUG    FileServer Conn#756 176.25.147.223 [?] > Closing connection: [Cleanup] Connect timeout: 15.000s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,391] DEBUG    FileServer Conn#757 62.43.74.130 [?] > Closing connection: [Cleanup] Connect timeout: 14.996s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,391] DEBUG    FileServer Conn#770 31.3.154.32  [?] > Closing connection: [Cleanup] Connect timeout: 14.889s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#775 71.239.120.167 [?] > Closing connection: [Cleanup] Connect timeout: 14.876s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#785 222.164.137.168 [?] > Closing connection: [Cleanup] Connect timeout: 14.743s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#788 87.205.195.229 [?] > Closing connection: [Cleanup] Connect timeout: 14.685s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#789 175.169.65.98 [?] > Closing connection: [Cleanup] Connect timeout: 14.683s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#829 201.142.200.51 [?] > Closing connection: [Cleanup] Connect timeout: 13.995s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,392] DEBUG    FileServer Conn#831 213.220.240.90 [?] > Closing connection: [Cleanup] Connect timeout: 13.905s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#832 114.135.146.169 [?] > Closing connection: [Cleanup] Connect timeout: 13.904s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#834 177.99.54.130 [?] > Closing connection: [Cleanup] Connect timeout: 13.873s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#853 223.73.119.23 [?] > Closing connection: [Cleanup] Connect timeout: 13.685s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#854 218.30.116.247 [?] > Closing connection: [Cleanup] Connect timeout: 13.555s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#863 120.42.70.28 [?] > Closing connection: [Cleanup] Connect timeout: 13.375s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#875 181.45.66.40 [?] > Closing connection: [Cleanup] Connect timeout: 13.073s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,393] DEBUG    FileServer Conn#876 189.151.236.43 [?] > Closing connection: [Cleanup] Connect timeout: 12.943s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,398] DEBUG    FileServer Conn#877 186.93.61.165 [?] > Closing connection: [Cleanup] Connect timeout: 12.894s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,398] DEBUG    FileServer Conn#881 77.54.222.138 [?] > Closing connection: [Cleanup] Connect timeout: 12.805s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,398] DEBUG    FileServer Conn#882 211.149.175.73 [?] > Closing connection: [Cleanup] Connect timeout: 12.569s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,398] DEBUG    FileServer Conn#883 61.140.233.6 [?] > Closing connection: [Cleanup] Connect timeout: 12.539s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,398] DEBUG    FileServer Conn#884 60.220.128.208 [?] > Closing connection: [Cleanup] Connect timeout: 12.538s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#886 60.3.152.71  [?] > Closing connection: [Cleanup] Connect timeout: 12.380s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#887 128.189.191.10 [?] > Closing connection: [Cleanup] Connect timeout: 12.379s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#892 123.149.135.49 [?] > Closing connection: [Cleanup] Connect timeout: 11.920s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#893 124.167.131.214 [?] > Closing connection: [Cleanup] Connect timeout: 11.897s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#894 195.214.248.18 [?] > Closing connection: [Cleanup] Connect timeout: 11.896s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#901 68.2.73.213  [?] > Closing connection: [Cleanup] Connect timeout: 11.455s, waiting_requests: 0, sites: 1, buff: 0...
[2018-02-04 00:22:42,399] DEBUG    FileServer Conn#910 118.212.135.113 [?] > Closing connection: [Cleanup] Connect timeout: 10.874s, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,400] DEBUG    FileServer Connection cleanup in 0.015s
[2018-02-04 00:22:42,409] DEBUG    FileServer Conn#997 178.92.249.165 [?] > Connecting...
[2018-02-04 00:22:42,412] DEBUG    FileServer Conn#998 r2ata7tfvpdyw5fj.onion [?] > Connecting...
[2018-02-04 00:22:42,412] DEBUG    FileServer Conn#998 r2ata7tfvpdyw5fj.onion [?] > Closing connection: r2ata7tfvpdyw5fj.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,434] DEBUG    FileServer Conn#999 pgxobrfd5fnv7ay2.onion [?] > Connecting...
[2018-02-04 00:22:42,434] DEBUG    FileServer Conn#999 pgxobrfd5fnv7ay2.onion [?] > Closing connection: pgxobrfd5fnv7ay2.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,441] DEBUG    FileServer Conn#1000 83.252.80.236 [?] > Connecting...
[2018-02-04 00:22:42,442] DEBUG    Site:149EPB..zaCN Connected before: 1, after: 1. Check site: False.
[2018-02-04 00:22:42,443] DEBUG    WorkerManager:1Gif7P..Xc7h 104.35.202.82:15441: Verify failed: data/users/1GjC43pDn86ppFb1A2LiyBdgh2dXeVdr3a/content.json, error: Download failed, failed peers: 1, workers: 0
[2018-02-04 00:22:42,445] DEBUG    FileServer Conn#1001 60.3.152.71  [?] > Connecting...
[2018-02-04 00:22:42,453] DEBUG    FileServer Conn#1002 96.242.120.173 [?] > Connecting...
[2018-02-04 00:22:42,459] DEBUG    FileServer Conn#1003 89.160.235.201 [?] > Connecting...
[2018-02-04 00:22:42,461] DEBUG    FileServer Conn#1004 78.194.15.28 [?] > Connecting...
[2018-02-04 00:22:42,465] DEBUG    FileServer Conn#1005 114.135.146.169 [?] > Connecting...
[2018-02-04 00:22:42,471] DEBUG    FileServer Conn#1006 fzf7jux3jqfsltu3.onion [?] > Connecting...
[2018-02-04 00:22:42,471] DEBUG    FileServer Conn#1006 fzf7jux3jqfsltu3.onion [?] > Closing connection: fzf7jux3jqfsltu3.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,472] DEBUG    FileServer Conn#1007 49.74.81.244 [?] > Connecting...
[2018-02-04 00:22:42,473] DEBUG    FileServer Conn#1008 193.183.98.77 [?] > Connecting...
[2018-02-04 00:22:42,482] DEBUG    WorkerManager:17ziJ8..xX8t 87.205.195.229:15441: Verify failed: content.json, error: Download failed, failed peers: 3, workers: 0
[2018-02-04 00:22:42,483] DEBUG    FileServer Conn#1009 24.80.59.72  [?] > Connecting...
[2018-02-04 00:22:42,484] DEBUG    WorkerManager:1UDbAD..MkoV 201.142.200.51:15441: Verify failed: data/userdb/13aB79mzuRLgDYzQthn9wzycjw77WyDXh6/content.json, error: Download failed, failed peers: 4, workers: 0
[2018-02-04 00:22:42,484] DEBUG    WorkerManager:1Gif7P..Xc7h 213.220.240.90:15441: Verify failed: data/data.json, error: Download failed, failed peers: 11, workers: 0
[2018-02-04 00:22:42,485] DEBUG    FileServer Conn#1010 212.24.103.49 [?] > Connecting...
[2018-02-04 00:22:42,496] DEBUG    FileServer Conn#1011 sffbmaquqsnpq2z6.onion [?] > Connecting...
[2018-02-04 00:22:42,496] DEBUG    FileServer Conn#1011 sffbmaquqsnpq2z6.onion [?] > Closing connection: sffbmaquqsnpq2z6.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,502] DEBUG    FileServer Conn#1012 phxpficppzobacuk.onion [?] > Connecting...
[2018-02-04 00:22:42,503] DEBUG    FileServer Conn#1012 phxpficppzobacuk.onion [?] > Closing connection: phxpficppzobacuk.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,504] DEBUG    FileServer Conn#1013 163.172.128.158 [?] > Connecting...
[2018-02-04 00:22:42,505] DEBUG    WorkerManager:1Gif7P..Xc7h 114.135.146.169:15441: Verify failed: data/users/1Kgy2CdXdjNQSjK6pkLasWjmza9KQ1uZE4/data.json, error: Download failed, failed peers: 8, workers: 0
[2018-02-04 00:22:42,505] DEBUG    WorkerManager:1Gif7P..Xc7h Removed worker, workers: 4/5
[2018-02-04 00:22:42,522] DEBUG    FileServer Conn#1014 90.91.138.81 [?] > Connecting...
[2018-02-04 00:22:42,523] DEBUG    FileServer Conn#1015 emoawuxboy2oelfg.onion [?] > Connecting...
[2018-02-04 00:22:42,530] DEBUG    FileServer Conn#1015 emoawuxboy2oelfg.onion [?] > Closing connection: emoawuxboy2oelfg.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,531] DEBUG    FileServer Conn#1016 87.205.195.229 [?] > Connecting...
[2018-02-04 00:22:42,542] DEBUG    FileServer Conn#1017 24.150.112.130 [?] > Connecting...
[2018-02-04 00:22:42,543] DEBUG    WorkerManager:1Gfey7..fcdp 120.42.70.28:15441: Verify failed: content.json, error: Download failed, failed peers: 7, workers: 3
[2018-02-04 00:22:42,544] DEBUG    WorkerManager:1TaLkF..jipT 120.42.70.28:15441: Verify failed: content.json, error: Download failed, failed peers: 11, workers: 3
[2018-02-04 00:22:42,546] DEBUG    FileServer Conn#1018 tzadzb7hdpsbq2eb.onion [?] > Connecting...
[2018-02-04 00:22:42,547] DEBUG    FileServer Conn#1018 tzadzb7hdpsbq2eb.onion [?] > Closing connection: tzadzb7hdpsbq2eb.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,547] DEBUG    WorkerManager:1MaiL5..Ju27 189.151.236.43:15441: Verify failed: content.json, error: Download failed, failed peers: 7, workers: 3
[2018-02-04 00:22:42,548] DEBUG    FileServer Conn#1019 192.162.26.53 [?] > Connecting...
[2018-02-04 00:22:42,549] DEBUG    FileServer Conn#1020 82.253.241.167 [?] > Connecting...
[2018-02-04 00:22:42,572] DEBUG    FileServer Conn#1021 hhonavya35lhwy2f.onion [?] > Connecting...
[2018-02-04 00:22:42,573] DEBUG    FileServer Conn#1021 hhonavya35lhwy2f.onion [?] > Closing connection: hhonavya35lhwy2f.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,579] DEBUG    FileServer Conn#1022 xvotkttkdy3uai55.onion [?] > Connecting...
[2018-02-04 00:22:42,579] DEBUG    FileServer Conn#1022 xvotkttkdy3uai55.onion [?] > Closing connection: xvotkttkdy3uai55.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,598] DEBUG    FileServer Conn#1023 the3slq56kqfbfra.onion [?] > Connecting...
[2018-02-04 00:22:42,598] DEBUG    FileServer Conn#1023 the3slq56kqfbfra.onion [?] > Closing connection: the3slq56kqfbfra.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,611] DEBUG    FileServer Conn#1024 75.155.78.218 [?] > Connecting...
[2018-02-04 00:22:42,612] DEBUG    FileServer Conn#1025 219.157.174.3 [?] > Connecting...
[2018-02-04 00:22:42,613] DEBUG    WorkerManager:1UDbAD..MkoV 128.189.191.10:51295: Verify failed: data/userdb/1HUB1HCtrNLkY7QTZaQjWP4Ws4uE9cNVaq/content.json, error: Download failed, failed peers: 0, workers: 0
[2018-02-04 00:22:42,626] DEBUG    WorkerManager:1iD5ZQ..duGz 128.189.191.10:51295: Verify failed: data/users.json, error: Download failed, failed peers: 13, workers: 1
[2018-02-04 00:22:42,630] DEBUG    FileServer Conn#1026 124.167.131.214 [?] > Connecting...
[2018-02-04 00:22:42,631] DEBUG    WorkerManager:1iD5ZQ..duGz 124.167.131.214:15441: Verify failed: content.json, error: Download failed, failed peers: 15, workers: 0
[2018-02-04 00:22:42,631] DEBUG    WorkerManager:1TaLkF..jipT 195.214.248.18:15441: Verify failed: content.json, error: Download failed, failed peers: 12, workers: 2
[2018-02-04 00:22:42,631] DEBUG    WorkerManager:1Gfey7..fcdp 68.2.73.213:15441: Verify failed: content.json, error: Download failed, failed peers: 8, workers: 2
[2018-02-04 00:22:42,632] DEBUG    FileServer Conn#1027 58.20.41.145 [?] > Connecting...
[2018-02-04 00:22:42,639] DEBUG    FileServer Conn#1028 7f5263oqaeu3dpys.onion [?] > Connecting...
[2018-02-04 00:22:42,639] DEBUG    FileServer Conn#1028 7f5263oqaeu3dpys.onion [?] > Closing connection: 7f5263oqaeu3dpys.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,640] DEBUG    FileServer Conn#1029 4iorfnpslzirx6ce.onion [?] > Connecting...
[2018-02-04 00:22:42,641] DEBUG    FileServer Conn#1029 4iorfnpslzirx6ce.onion [?] > Closing connection: 4iorfnpslzirx6ce.onion Connect error: Exception: Can't connect to onion addresses, no Tor controller present in ConnectionServer.py line 178 > Connection.py line 109, waiting_requests: 0, sites: 0, buff: 0...
[2018-02-04 00:22:42,650] DEBUG    FileServer Conn#1030 104.5.180.170 [?] > Connecting...
[2018-02-04 00:22:42,651] DEBUG    WorkerManager:1Gfey7..fcdp Slow task: content.json, (workers: 4, optional_hash_id: None, peers: 0, failed: 9, asked: 0)
[2018-02-04 00:22:42,651] DEBUG    WorkerManager:1UDbAD..MkoV Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 6, asked: 0)
[2018-02-04 00:22:42,651] DEBUG    WorkerManager:17ziJ8..xX8t Slow task: content.json, (workers: 1, optional_hash_id: None, peers: 0, failed: 4, asked: 0)
[2018-02-04 00:22:42,651] DEBUG    WorkerManager:17ziJ8..xX8t Starting workers, tasks: 1, peers: 0, workers: 1
[2018-02-04 00:22:42,652] DEBUG    WorkerManager:17ziJ8..xX8t Added worker: 193.183.98.77:15441, workers: 2/5
[2018-02-04 00:22:42,652] DEBUG    WorkerManager:149EPB..zaCN Slow task: content.json, (workers: 0, optional_hash_id: None, peers: 0, failed: 20, asked: 8)
[2018-02-04 00:22:42,652] DEBUG    WorkerManager:149EPB..zaCN Starting workers, tasks: 102, peers: 0, workers: 0
[2018-02-04 00:22:42,652] DEBUG    WorkerManager:149EPB..zaCN Slow task: data/users/1E8Hi8z7P6pCrKakZ3CuCLmTc69B1BLB9C/1514821399-This Is Us S01E01.mp4.piecemap.msgpack, (workers: 0, optional_hash_id: 10737, peers: 0, failed: 0, asked: 8)
